Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,Avg_VTAT,Avg_CTAT,Cancelled_Rides_by_Customer,Reason_for_Cancelling_by_Customer,Cancelled_Rides_by_Driver,Reason_for_Cancelling_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Ride_Distance,Driver_Ratings,Customer_Rating
2025-02-06 00:00:00,05:36:31,CNR0014127,Incomplete,CUST37367,Prime Sedan,Parel,Prabhadevi,,,No,,No,,Yes,Other Issue,,,,
2025-02-26 00:00:00,20:42:52,CNR0014128,Success,CUST62210,Prime Plus,Parel,Malad,5.79,9,No,,No,,No,,1425.49,13.09,3.67,4.12
2025-02-06 00:00:00,07:45:33,CNR0014129,Cancelled by Driver,CUST71462,eBike,Kandivali,Malad,,,No,,Yes,The customer was coughing/sick,No,,,,,
2025-02-08 00:00:00,16:36:24,CNR0014130,Success,CUST22331,Mini,Marine Lines,Santacruz,6.25,14.48,No,,No,,No,,486.93,19.85,4.8,4.57
2025-02-05 00:00:00,08:00:24,CNR0014131,Success,CUST32429,Auto,Ghansoli,Kalamboli,7.01,4.85,No,,No,,No,,1191.8,25.88,4.22,3.92
2025-02-07 00:00:00,03:11:45,CNR0014132,Success,CUST68877,Prime Sedan,Malad,Seawoods,3.4,14.83,No,,No,,No,,638.21,17.64,4.81,4.49
2025-02-20 00:00:00,21:49:14,CNR0014133,Incomplete,CUST63463,Mini,Thane,Worli,,,No,,No,,Yes,Vehicle Breakdown,,,,
2025-02-02 00:00:00,03:53:53,CNR0014134,Cancelled by Driver,CUST93027,eBike,Grant Road,Charni Road,,,No,,Yes,More than permitted people in there,No,,,,,
2025-02-18 00:00:00,00:25:33,CNR0014135,Success,CUST40300,Prime Plus,Juhu,Jogeshwari,2.79,14.08,No,,No,,No,,1434.01,18.29,3.77,4.55
2025-02-16 00:00:00,10:13:59,CNR0014136,Success,CUST24973,Bike,Dombivli,Khar,9.79,4.19,No,,No,,No,,1414.4,20.71,4.75,3.87
2025-02-25 00:00:00,04:56:02,CNR0014137,Success,CUST37592,eBike,Seawoods,Bhayandar,8.79,5.96,No,,No,,No,,221.34,7.6,4.32,4.95
2025-02-16 00:00:00,16:11:31,CNR0014138,Incomplete,CUST10500,Mini,Churchgate,Santacruz,,,No,,No,,Yes,Other Issue,,,,
2025-02-02 00:00:00,23:57:47,CNR0014139,Cancelled by Driver,CUST73245,Mini,Mulund,Goregaon,,,No,,Yes,More than permitted people in there,No,,,,,
2025-02-03 00:00:00,17:39:35,CNR0014140,Success,CUST49562,Bike,Marine Lines,Colaba,2.18,14.76,No,,No,,No,,427.83,25.71,4.42,4.23
2025-02-22 00:00:00,11:48:18,CNR0014141,Success,CUST35819,Auto,Vile Parle,Colaba,2.17,9.46,No,,No,,No,,643.04,4.05,3.97,3.73
2025-02-08 00:00:00,09:48:22,CNR0014142,Success,CUST12041,Prime Plus,Kalamboli,Dadar,5.6,2.02,No,,No,,No,,819.45,23.94,4.43,4.48
2025-02-03 00:00:00,19:09:52,CNR0014143,Success,CUST25411,Prime Sedan,Panvel,Belapur,8.85,5.08,No,,No,,No,,945.66,11.49,4.84,4.09
2025-02-16 00:00:00,08:53:27,CNR0014144,Success,CUST89524,Mini,Malad,Kandivali,3.08,12.46,No,,No,,No,,809.47,15.12,4.78,4.8
2025-02-23 00:00:00,14:58:48,CNR0014145,Cancelled by Customer,CUST57830,Bike,Byculla,Charni Road,,,Yes,Driver asked to cancel,No,,No,,,,,
2025-02-04 00:00:00,12:06:54,CNR0014146,Success,CUST85187,Prime Sedan,Kharghar,Wadala,8.44,11.19,No,,No,,No,,1438.64,28.77,3.92,3.69
2025-02-08 00:00:00,02:52:31,CNR0014147,Incomplete,CUST39897,Prime SUV,Kharghar,Juhu,,,No,,No,,Yes,Other Issue,,,,
2025-02-23 00:00:00,14:15:21,CNR0014148,Success,CUST65575,Prime Plus,Churchgate,Vashi,6.23,13.33,No,,No,,No,,1214.47,4.32,4.78,3.56
2025-02-08 00:00:00,17:21:05,CNR0014149,Success,CUST53214,Auto,Dadar,Vashi,2.68,4.08,No,,No,,No,,1126.56,22.89,4.37,4.28
2025-02-16 00:00:00,03:53:47,CNR0014150,Success,CUST24698,eBike,Malad,Charni Road,8.97,10.64,No,,No,,No,,541.14,2.82,3.93,4.03
2025-02-27 00:00:00,13:18:01,CNR0014151,Cancelled by Customer,CUST35203,Bike,Vashi,Worli,,,Yes,AC is not working,No,,No,,,,,
2025-02-26 00:00:00,00:29:51,CNR0014152,Success,CUST48130,eBike,Nerul,Parel,5.17,14.22,No,,No,,No,,795.5,17.01,4.68,4.41
2025-02-22 00:00:00,19:22:19,CNR0014153,Cancelled by Driver,CUST43320,Mini,Sion,Vile Parle,,,No,,Yes,Customer related issue,No,,,,,
2025-02-25 00:00:00,11:02:40,CNR0014154,Success,CUST42853,Prime Sedan,Colaba,Ghatkopar,3.11,10.86,No,,No,,No,,934.32,23.86,4.11,4.06
2025-02-20 00:00:00,03:44:32,CNR0014155,Success,CUST49273,Auto,Kalamboli,Worli,3.84,13.56,No,,No,,No,,402.14,11.08,3.73,4.43
2025-02-26 00:00:00,12:29:04,CNR0014156,Success,CUST27238,Prime Plus,Kalamboli,Malad,2.26,14.33,No,,No,,No,,1063.39,23.27,3.82,4.35
2025-02-03 00:00:00,18:36:47,CNR0014157,Cancelled by Driver,CUST97130,eBike,Powai,Kalamboli,,,No,,Yes,The customer was coughing/sick,No,,,,,
2025-02-21 00:00:00,10:19:39,CNR0014158,Cancelled by Driver,CUST41474,Prime SUV,Sion,Colaba,,,No,,Yes,The customer was coughing/sick,No,,,,,
2025-02-05 00:00:00,16:21:42,CNR0014159,Success,CUST52863,Mini,Nerul,Wadala,9.09,12.8,No,,No,,No,,985.51,1.98,4.12,3.91
2025-02-15 00:00:00,23:45:02,CNR0014160,Success,CUST44985,Prime Plus,Parel,Prabhadevi,7.73,10.32,No,,No,,No,,1274.77,12.34,3.54,4.05
2025-02-14 00:00:00,00:50:19,CNR0014161,Success,CUST28413,Bike,Charni Road,Wadala,2.47,2.25,No,,No,,No,,1194.83,1.1,4.94,4.97
2025-02-21 00:00:00,17:16:50,CNR0014162,Success,CUST34620,Prime Sedan,Kalyan,Bandra,6.59,10.16,No,,No,,No,,1354.65,26.68,4.5,3.59
2025-02-19 00:00:00,17:26:55,CNR0014163,Cancelled by Driver,CUST19109,Bike,Dahisar,Belapur,,,No,,Yes,Customer related issue,No,,,,,
2025-02-25 00:00:00,04:33:26,CNR0014164,Cancelled by Driver,CUST75126,Bike,Panvel,Santacruz,,,No,,Yes,Personal & Car related issues,No,,,,,
2025-02-24 00:00:00,09:58:13,CNR0014165,Success,CUST91325,eBike,Lower Parel,Charni Road,5.63,13.61,No,,No,,No,,988.48,20.83,3.58,3.51
2025-02-01 00:00:00,18:31:55,CNR0014166,Success,CUST57826,Prime SUV,Wadala,Churchgate,8.92,8.99,No,,No,,No,,1225.92,10.61,4.25,4.92
2025-02-04 00:00:00,16:06:44,CNR0014167,Incomplete,CUST63197,Prime SUV,Ghansoli,Belapur,,,No,,No,,Yes,Other Issue,,,,
2025-02-21 00:00:00,12:09:58,CNR0014168,Success,CUST38881,Prime Plus,Borivali,Worli,8.63,13.18,No,,No,,No,,630.21,14.2,4.68,3.75
2025-02-17 00:00:00,04:20:35,CNR0014169,Cancelled by Driver,CUST69278,Auto,Colaba,Juhu,,,No,,Yes,More than permitted people in there,No,,,,,
2025-02-17 00:00:00,11:34:16,CNR0014170,Success,CUST28951,Prime Plus,Dadar,Kurla,6.83,5.67,No,,No,,No,,250.6,7.05,3.85,4.12
2025-02-06 00:00:00,21:09:43,CNR0014171,Success,CUST52612,Prime Plus,Panvel,Kalyan,6.54,11.61,No,,No,,No,,765.59,17.53,3.61,4.64
2025-02-05 00:00:00,03:07:04,CNR0014172,Success,CUST84085,Prime SUV,Wadala,Byculla,9.44,5.89,No,,No,,No,,1182.63,17.75,4.26,4.93
2025-02-16 00:00:00,12:21:33,CNR0014173,Success,CUST67511,eBike,Ulwe,Santacruz,9.34,6.59,No,,No,,No,,765.96,2.02,3.78,4.33
2025-02-26 00:00:00,12:17:41,CNR0014174,Incomplete,CUST90944,eBike,Kharghar,Wadala,,,No,,No,,Yes,Vehicle Breakdown,,,,
2025-02-02 00:00:00,06:11:30,CNR0014175,Success,CUST78247,Prime Sedan,Khar,Kharghar,7.77,12.34,No,,No,,No,,1337.25,6.42,4.16,4.42
2025-02-15 00:00:00,22:33:10,CNR0014176,Cancelled by Driver,CUST51781,eBike,Kharghar,Santacruz,,,No,,Yes,The customer was coughing/sick,No,,,,,
2025-02-24 00:00:00,23:08:53,CNR0014177,Success,CUST74679,Prime Plus,Ghansoli,Kurla,4.36,11.41,No,,No,,No,,801,17.53,4.98,3.75
2025-02-13 00:00:00,10:54:39,CNR0014178,Success,CUST32470,Prime Plus,Matunga,Dadar,5.86,12.88,No,,No,,No,,1433.69,21.82,4.96,4.33
2025-02-26 00:00:00,13:23:25,CNR0014179,Incomplete,CUST36122,Prime SUV,Ulwe,Charni Road,,,No,,No,,Yes,Customer Demand,,,,
2025-02-09 00:00:00,12:48:39,CNR0014180,Success,CUST49520,Auto,Parel,Kandivali,4.44,3.61,No,,No,,No,,1053.13,17.55,3.82,4.26
2025-02-24 00:00:00,19:54:17,CNR0014181,Cancelled by Driver,CUST79766,eBike,Prabhadevi,Thane,,,No,,Yes,Customer related issue,No,,,,,
2025-02-10 00:00:00,19:37:51,CNR0014182,Success,CUST52862,Mini,Mulund,Ghatkopar,2.84,8.28,No,,No,,No,,1063.29,18.07,4.58,4.79
2025-02-01 00:00:00,07:55:36,CNR0014183,Cancelled by Customer,CUST92151,Prime Plus,Parel,Chembur,,,Yes,Driver asked to cancel,No,,No,,,,,
2025-02-27 00:00:00,21:54:08,CNR0014184,Success,CUST23723,Prime Plus,Dombivli,Charni Road,6.57,13.88,No,,No,,No,,1099.09,19.85,4.45,3.85
2025-02-08 00:00:00,05:07:28,CNR0014185,Success,CUST65365,Prime Sedan,Bhayandar,Marine Lines,2.63,3.56,No,,No,,No,,1080.41,17.58,3.71,3.89
2025-02-13 00:00:00,12:37:12,CNR0014186,Success,CUST86597,Prime SUV,CBD Belapur,Dadar,4.08,5.25,No,,No,,No,,248.16,8.21,4.65,4.14
2025-02-24 00:00:00,14:30:29,CNR0014187,Cancelled by Driver,CUST50235,Auto,Kalyan,Dahisar,,,No,,Yes,The customer was coughing/sick,No,,,,,
2025-02-15 00:00:00,22:25:31,CNR0014188,Incomplete,CUST89227,Mini,Malad,Marine Lines,,,No,,No,,Yes,Vehicle Breakdown,,,,
2025-02-04 00:00:00,16:37:48,CNR0014189,Success,CUST39754,Prime Sedan,Airoli,Taloja,9.08,2.98,No,,No,,No,,968.17,2.78,4,4.81
2025-02-03 00:00:00,22:32:31,CNR0014190,Success,CUST95994,Mini,Bandra,Mira Road,3.9,11.83,No,,No,,No,,584.53,12.99,4.98,3.74
2025-02-20 00:00:00,02:34:45,CNR0014191,Success,CUST67470,Prime SUV,Powai,Mulund,7.44,11.67,No,,No,,No,,1181.61,1.14,4.6,3.54
2025-02-13 00:00:00,12:36:12,CNR0014192,Success,CUST26592,Prime Sedan,Kandivali,Vile Parle,5.44,6.17,No,,No,,No,,593.13,28.84,4.23,4.4
2025-02-16 00:00:00,06:41:56,CNR0014193,Incomplete,CUST17877,Prime SUV,Borivali,Thane,,,No,,No,,Yes,Other Issue,,,,
2025-02-17 00:00:00,08:17:20,CNR0014194,Success,CUST94333,Prime Plus,Mulund,Marine Lines,4.22,13.64,No,,No,,No,,601.66,10.46,4.93,4.93
2025-02-10 00:00:00,11:51:38,CNR0014195,Incomplete,CUST97127,Prime Plus,Bhayandar,Seawoods,,,No,,No,,Yes,Vehicle Breakdown,,,,
2025-02-20 00:00:00,10:56:23,CNR0014196,Incomplete,CUST16782,Prime Sedan,Wadala,Panvel,,,No,,No,,Yes,Other Issue,,,,
2025-02-21 00:00:00,13:57:23,CNR0014197,Success,CUST47614,Auto,Bandra,Seawoods,2.6,9.08,No,,No,,No,,133.16,29.03,4.26,3.65
2025-02-25 00:00:00,10:10:12,CNR0014198,Success,CUST10719,Prime Plus,Wadala,Dombivli,9.96,8.45,No,,No,,No,,653.68,20.58,4.32,4.97
2025-02-05 00:00:00,17:03:46,CNR0014199,Success,CUST49043,Mini,Churchgate,Taloja,4.96,11.72,No,,No,,No,,1366.28,20.78,3.78,4.5
2025-02-15 00:00:00,05:31:51,CNR0014200,Cancelled by Customer,CUST56784,Bike,Kharghar,Ghatkopar,,,Yes,Driver is not moving towards pickup location,No,,No,,,,,
2025-02-09 00:00:00,13:12:31,CNR0014201,Cancelled by Customer,CUST53438,Prime Plus,Mumbai Central,Powai,,,Yes,Driver is not moving towards pickup location,No,,No,,,,,
2025-02-09 00:00:00,18:52:41,CNR0014202,Cancelled by Customer,CUST81581,Mini,Taloja,Seawoods,,,Yes,Change of plans,No,,No,,,,,
2025-02-01 00:00:00,20:17:27,CNR0014203,Success,CUST25602,Mini,Parel,Ghatkopar,7,8.4,No,,No,,No,,1140.09,8.99,3.65,4.8
2025-02-18 00:00:00,09:03:58,CNR0014204,Success,CUST69014,Prime SUV,Panvel,Malad,8.11,2.82,No,,No,,No,,1489.97,18.11,4.4,4.44
2025-02-24 00:00:00,07:25:20,CNR0014205,Cancelled by Driver,CUST78988,Prime Sedan,Prabhadevi,Airoli,,,No,,Yes,Customer related issue,No,,,,,
2025-02-23 00:00:00,15:35:14,CNR0014206,Success,CUST52079,Prime SUV,Prabhadevi,Kalamboli,9.54,4.34,No,,No,,No,,1336.08,21.94,4.39,3.72
2025-02-11 00:00:00,12:34:11,CNR0014207,Success,CUST34975,Prime Sedan,Kharghar,Grant Road,2.03,6.32,No,,No,,No,,767.49,22.85,4.28,4.38
2025-02-08 00:00:00,12:34:46,CNR0014208,Cancelled by Driver,CUST60430,Prime SUV,Dadar,Parel,,,No,,Yes,More than permitted people in there,No,,,,,
2025-02-19 00:00:00,20:51:21,CNR0014209,Success,CUST86467,Bike,Khar,Nerul,8.74,14.55,No,,No,,No,,1189.42,4.04,3.55,4.41
2025-02-27 00:00:00,22:41:12,CNR0014210,Success,CUST28283,Auto,Kalyan,Kurla,2.68,13.95,No,,No,,No,,148.38,24.43,4.73,4.72
2025-02-21 00:00:00,18:51:10,CNR0014211,Cancelled by Driver,CUST90435,Auto,Belapur,Kandivali,,,No,,Yes,More than permitted people in there,No,,,,,
2025-02-06 00:00:00,06:05:07,CNR0014212,Cancelled by Customer,CUST42217,Bike,Lower Parel,Churchgate,,,Yes,Wrong Address,No,,No,,,,,
2025-02-06 00:00:00,03:49:46,CNR0014213,Success,CUST81908,Mini,Vile Parle,Goregaon,2.71,3.18,No,,No,,No,,1497.38,29,4.26,4.07
2025-02-17 00:00:00,06:43:23,CNR0014214,Cancelled by Driver,CUST71026,Prime Plus,Airoli,Marine Lines,,,No,,Yes,Customer related issue,No,,,,,
2025-02-16 00:00:00,19:47:24,CNR0014215,Cancelled by Driver,CUST52285,Prime SUV,Nerul,Goregaon,,,No,,Yes,The customer was coughing/sick,No,,,,,
2025-02-06 00:00:00,13:46:37,CNR0014216,Success,CUST56580,Prime Plus,Juhu,Lower Parel,8.08,2.97,No,,No,,No,,961.91,20.82,4.02,4.82
2025-02-08 00:00:00,14:55:14,CNR0014217,Success,CUST92353,Prime Sedan,Worli,Bhayandar,3.03,10.59,No,,No,,No,,930.08,18.04,3.7,4.13
2025-02-01 00:00:00,20:12:31,CNR0014218,Success,CUST52390,Prime Plus,Wadala,Borivali,7.96,9.11,No,,No,,No,,819.15,15.62,4.17,4.42
2025-02-08 00:00:00,01:25:55,CNR0014219,Success,CUST26776,Prime Plus,Bandra,Belapur,5.71,10.61,No,,No,,No,,612.48,18.55,3.85,4.32
2025-02-03 00:00:00,14:11:34,CNR0014220,Success,CUST94016,Bike,Dadar,Santacruz,9.21,10.59,No,,No,,No,,672.43,5.86,4.55,4.66
2025-02-26 00:00:00,16:03:20,CNR0014221,Cancelled by Driver,CUST65292,Prime SUV,CBD Belapur,Colaba,,,No,,Yes,The customer was coughing/sick,No,,,,,
2025-02-06 00:00:00,17:17:52,CNR0014222,Cancelled by Driver,CUST85879,Prime Plus,Lower Parel,Ghansoli,,,No,,Yes,Customer related issue,No,,,,,
2025-02-08 00:00:00,11:27:34,CNR0014223,Incomplete,CUST92874,Bike,Bhayandar,Dahisar,,,No,,No,,Yes,Vehicle Breakdown,,,,
2025-02-23 00:00:00,16:22:44,CNR0014224,Incomplete,CUST92680,Prime Sedan,Kurla,Goregaon,,,No,,No,,Yes,Customer Demand,,,,
2025-02-20 00:00:00,06:30:27,CNR0014225,Success,CUST64972,Auto,Kurla,Churchgate,4.48,4.87,No,,No,,No,,712.82,28.1,4.34,4.26
2025-02-02 00:00:00,18:15:58,CNR0014226,Success,CUST12609,Bike,Seawoods,Bandra,9.01,9.76,No,,No,,No,,1203.9,21.09,3.51,4.49
2025-02-21 00:00:00,23:17:30,CNR0014227,Success,CUST56252,Prime SUV,Airoli,Malad,6.58,11.75,No,,No,,No,,173.11,14.35,4.73,4.43
2025-02-09 00:00:00,05:33:19,CNR0014228,Success,CUST97803,Auto,Byculla,Seawoods,8.25,5.59,No,,No,,No,,1366.24,27.97,4.33,4.63
2025-02-18 00:00:00,00:10:51,CNR0014229,Success,CUST20675,eBike,Mulund,Byculla,5.95,12.4,No,,No,,No,,961.48,14.99,4.28,4.83
2025-02-28 00:00:00,21:40:57,CNR0014230,Cancelled by Customer,CUST94014,Bike,Wadala,Belapur,,,Yes,AC is not working,No,,No,,,,,
2025-02-09 00:00:00,09:28:02,CNR0014231,Success,CUST59234,Prime SUV,Matunga,Kharghar,7.49,3.61,No,,No,,No,,189.85,23.52,3.52,4.99
2025-02-09 00:00:00,18:53:36,CNR0014232,Success,CUST74913,Prime SUV,Churchgate,Taloja,8.27,9.86,No,,No,,No,,835.38,4.35,4.94,4.72
2025-02-06 00:00:00,17:27:33,CNR0014233,Success,CUST77131,Mini,Vashi,Colaba,2.65,8.99,No,,No,,No,,216.04,13.26,4.58,4.11
2025-02-19 00:00:00,06:19:05,CNR0014234,Success,CUST96754,Prime Sedan,Taloja,Panvel,4.98,3.81,No,,No,,No,,979.37,4.68,4.23,3.91
2025-02-17 00:00:00,10:03:41,CNR0014235,Success,CUST21455,Auto,Dahisar,Belapur,4.88,13.65,No,,No,,No,,1330.65,23.67,4.68,4.67
2025-02-22 00:00:00,17:04:33,CNR0014236,Success,CUST39028,Prime Sedan,Kalyan,Chembur,6.62,2.24,No,,No,,No,,1249.63,21.63,4.69,4.14
2025-02-12 00:00:00,00:32:23,CNR0014237,Cancelled by Customer,CUST27855,eBike,Parel,Santacruz,,,Yes,Driver asked to cancel,No,,No,,,,,
2025-02-22 00:00:00,03:01:48,CNR0014238,Cancelled by Customer,CUST50731,Bike,Marine Lines,Koparkhairane,,,Yes,AC is not working,No,,No,,,,,
2025-02-22 00:00:00,06:12:52,CNR0014239,Success,CUST54576,Prime SUV,Nerul,Powai,8.54,2.84,No,,No,,No,,1317.2,19.11,3.59,4.38
2025-02-09 00:00:00,10:40:34,CNR0014240,Success,CUST99741,Prime SUV,Bandra,Thane,4.41,5.93,No,,No,,No,,416.33,9.52,3.68,4.36
2025-02-28 00:00:00,09:01:11,CNR0014241,Cancelled by Driver,CUST78033,Prime SUV,Malad,Borivali,,,No,,Yes,The customer was coughing/sick,No,,,,,
2025-02-21 00:00:00,01:42:07,CNR0014242,Success,CUST41820,eBike,Mira Road,Juhu,5.51,14.92,No,,No,,No,,765.46,17.84,4.09,3.96
2025-02-15 00:00:00,15:57:11,CNR0014243,Success,CUST13746,Prime Sedan,Vashi,CBD Belapur,9.1,10.69,No,,No,,No,,1241.08,9.76,4.56,4.38
2025-02-03 00:00:00,17:08:46,CNR0014244,Incomplete,CUST25336,Mini,Thane,Ghatkopar,,,No,,No,,Yes,Customer Demand,,,,
2025-02-18 00:00:00,23:38:14,CNR0014245,Cancelled by Customer,CUST86192,Prime Sedan,Malad,Taloja,,,Yes,Driver is not moving towards pickup location,No,,No,,,,,
2025-02-24 00:00:00,04:09:08,CNR0014246,Incomplete,CUST76373,Auto,Kurla,Seawoods,,,No,,No,,Yes,Vehicle Breakdown,,,,
2025-02-28 00:00:00,11:09:09,CNR0014247,Success,CUST46950,eBike,Jogeshwari,Kurla,9.53,10.64,No,,No,,No,,194.46,21.02,4.86,4.36
2025-02-13 00:00:00,19:01:35,CNR0014248,Cancelled by Driver,CUST89247,Bike,Thane,Vashi,,,No,,Yes,Customer related issue,No,,,,,
2025-02-11 00:00:00,12:48:25,CNR0014249,Cancelled by Customer,CUST39461,eBike,Kurla,Panvel,,,Yes,Change of plans,No,,No,,,,,
2025-02-26 00:00:00,05:53:00,CNR0014250,Success,CUST13513,eBike,Sion,Lower Parel,4.82,7.17,No,,No,,No,,121.78,25.94,3.84,3.84
2025-02-19 00:00:00,02:30:12,CNR0014251,Incomplete,CUST86216,Auto,Kalyan,Mira Road,,,No,,No,,Yes,Customer Demand,,,,
2025-02-05 00:00:00,00:19:10,CNR0014252,Success,CUST93922,Mini,Malad,Goregaon,8.41,6.76,No,,No,,No,,150.61,14.67,4.18,4.94
2025-02-07 00:00:00,23:09:24,CNR0014253,Success,CUST47053,Prime Sedan,Dahisar,Matunga,2.33,11.73,No,,No,,No,,578.57,5.3,4.98,4.33
2025-02-14 00:00:00,05:04:22,CNR0014254,Success,CUST36073,Bike,Santacruz,Koparkhairane,2.71,8.59,No,,No,,No,,1480.4,2.75,3.95,4.66
2025-02-13 00:00:00,05:36:36,CNR0014255,Success,CUST36383,Prime Sedan,Sion,Santacruz,6.95,12.8,No,,No,,No,,1228.61,15.58,3.98,4.46
2025-02-26 00:00:00,12:02:06,CNR0014256,Success,CUST33187,Bike,Bhayandar,Vashi,2.34,13.4,No,,No,,No,,198.15,15.85,3.81,3.8
2025-02-05 00:00:00,09:58:19,CNR0014257,Success,CUST82062,Bike,Kandivali,Colaba,8.18,8.18,No,,No,,No,,978.66,11.47,4.38,4.69
2025-02-23 00:00:00,09:48:26,CNR0014258,Success,CUST10693,Prime Plus,Koparkhairane,Chembur,7.05,3.89,No,,No,,No,,600.93,10.06,4.62,4.87
2025-02-05 00:00:00,02:51:11,CNR0014259,Success,CUST26428,Prime SUV,Ulwe,Lower Parel,7.26,6.83,No,,No,,No,,651.08,28.51,4.13,4.73
2025-02-07 00:00:00,06:01:34,CNR0014260,Cancelled by Customer,CUST89903,eBike,Thane,Juhu,,,Yes,Wrong Address,No,,No,,,,,
2025-02-02 00:00:00,20:46:44,CNR0014261,Success,CUST53502,Prime Sedan,Ulwe,Nerul,6.98,3.21,No,,No,,No,,750.51,13.78,4.27,3.6
2025-02-12 00:00:00,12:12:02,CNR0014262,Success,CUST24034,Auto,Andheri,Belapur,8.01,14.63,No,,No,,No,,1293.15,14.28,4.56,4.28
2025-02-11 00:00:00,12:02:45,CNR0014263,Success,CUST18821,Prime Plus,Ulwe,Dadar,7.96,8.43,No,,No,,No,,898.22,25.07,4.79,4.8
2025-02-12 00:00:00,13:27:07,CNR0014264,Success,CUST57692,Auto,Powai,Seawoods,6.55,6.88,No,,No,,No,,1305.51,9.9,3.74,4.91
2025-02-23 00:00:00,09:51:38,CNR0014265,Cancelled by Driver,CUST37802,Auto,Bhayandar,Andheri,,,No,,Yes,Personal & Car related issues,No,,,,,
2025-02-13 00:00:00,18:44:38,CNR0014266,Cancelled by Driver,CUST16266,Mini,Byculla,Kharghar,,,No,,Yes,More than permitted people in there,No,,,,,
2025-02-27 00:00:00,11:52:42,CNR0014267,Incomplete,CUST51089,Prime Sedan,Vile Parle,Prabhadevi,,,No,,No,,Yes,Customer Demand,,,,
2025-02-21 00:00:00,05:46:04,CNR0014268,Incomplete,CUST58107,Auto,Wadala,Worli,,,No,,No,,Yes,Vehicle Breakdown,,,,
2025-02-08 00:00:00,22:31:54,CNR0014269,Success,CUST87963,Prime Sedan,Goregaon,Kharghar,3.3,2.79,No,,No,,No,,842.95,21.53,4.77,3.5
2025-02-19 00:00:00,05:07:44,CNR0014270,Success,CUST73658,Prime Plus,Goregaon,Goregaon,3.26,8.77,No,,No,,No,,964.62,9.92,3.54,3.72
2025-02-03 00:00:00,06:26:53,CNR0014271,Success,CUST50080,Prime SUV,Jogeshwari,Panvel,3.99,5.25,No,,No,,No,,945.25,21.48,4.06,3.75
2025-02-08 00:00:00,14:43:44,CNR0014272,Success,CUST40938,Prime SUV,Kurla,Grant Road,5.51,9.56,No,,No,,No,,155.08,24.93,4.02,4.48
2025-02-04 00:00:00,09:15:12,CNR0014273,Success,CUST52639,eBike,Mira Road,Marine Lines,3.76,13.88,No,,No,,No,,285.12,5.43,3.58,4.04
2025-02-15 00:00:00,08:24:01,CNR0014274,Success,CUST81928,Bike,CBD Belapur,Koparkhairane,5.29,10.64,No,,No,,No,,328.15,28.97,3.71,4.31
2025-02-04 00:00:00,15:57:45,CNR0014275,Success,CUST80398,eBike,Lower Parel,Ghansoli,6.04,3.54,No,,No,,No,,1464.01,29.02,4.62,4.45
2025-02-15 00:00:00,01:38:52,CNR0014276,Success,CUST73874,eBike,Airoli,Nerul,2.65,10.76,No,,No,,No,,894.15,29.32,4.22,3.97
2025-02-18 00:00:00,15:41:14,CNR0014277,Cancelled by Driver,CUST65556,Mini,Mulund,Ulwe,,,No,,Yes,Customer related issue,No,,,,,
2025-02-17 00:00:00,08:00:01,CNR0014278,Success,CUST93096,Auto,Andheri,Kandivali,2.47,8.9,No,,No,,No,,1458.89,18.99,4.11,4.41
2025-02-23 00:00:00,18:54:19,CNR0014279,Success,CUST72824,Prime Plus,Kalamboli,Juhu,4.34,9.58,No,,No,,No,,1210.67,8.84,4.81,4.71
2025-02-23 00:00:00,00:08:48,CNR0014280,Success,CUST63934,Prime SUV,Juhu,Borivali,3.77,7.96,No,,No,,No,,456.05,27.97,4.33,4.57
2025-02-25 00:00:00,14:05:10,CNR0014281,Cancelled by Driver,CUST22509,Prime SUV,Ulwe,Bandra,,,No,,Yes,More than permitted people in there,No,,,,,
2025-02-24 00:00:00,09:41:20,CNR0014282,Cancelled by Customer,CUST38147,Auto,Bandra,Kandivali,,,Yes,AC is not working,No,,No,,,,,
2025-02-01 00:00:00,19:30:49,CNR0014283,Success,CUST28409,Auto,Worli,Mira Road,7.14,8.2,No,,No,,No,,964.8,7.94,3.83,4.14
2025-02-27 00:00:00,17:36:06,CNR0014284,Success,CUST63723,Prime Plus,Ghatkopar,Chembur,2.99,8.82,No,,No,,No,,213.24,14.06,3.97,3.57
2025-02-26 00:00:00,01:16:37,CNR0014285,Success,CUST45789,Prime Plus,Sion,Mulund,7.6,11.15,No,,No,,No,,986.61,11.47,4.98,4.21
2025-02-23 00:00:00,02:56:28,CNR0014286,Success,CUST99609,Auto,Nerul,Parel,2.04,6.55,No,,No,,No,,1407.96,28.91,4.14,4.64
2025-02-02 00:00:00,20:11:46,CNR0014287,Cancelled by Driver,CUST27883,eBike,Colaba,Kalyan,,,No,,Yes,More than permitted people in there,No,,,,,
2025-02-19 00:00:00,14:07:16,CNR0014288,Success,CUST90083,Bike,Charni Road,Ulwe,5.2,10.22,No,,No,,No,,135.18,13.49,3.7,3.74
2025-02-20 00:00:00,16:37:16,CNR0014289,Success,CUST18360,Prime SUV,Mira Road,Bandra,6.8,14.6,No,,No,,No,,819.82,12.92,4.96,4.52
2025-02-13 00:00:00,06:03:43,CNR0014290,Success,CUST32325,Prime Plus,Dadar,Jogeshwari,6.23,7.84,No,,No,,No,,289.86,4.61,4.3,3.91
